"seriesid","year","period","period_name","value","footnotes"
"APU0000717311",2003,"M11","November","2.779","[{}]"
"APU0000717311",2003,"M10","October","2.825","[{}]"
"APU0000717311",2003,"M09","September","2.919","[{}]"
"APU0000717311",2003,"M08","August","2.921","[{}]"
"APU0000717311",2003,"M07","July","2.944","[{}]"
"APU0000717311",2003,"M06","June","2.931","[{}]"
"APU0000717311",2003,"M05","May","2.937","[{}]"
"APU0000717311",2003,"M04","April","3.008","[{}]"
"APU0000717311",2003,"M03","March","2.933","[{}]"
"APU0000717311",2003,"M02","February","2.924","[{}]"
"APU0000717311",2003,"M01","January","2.999","[{}]"
"APU0000717311",2002,"M12","December","2.838","[{}]"
"APU0000717311",2002,"M11","November","2.882","[{}]"
"APU0000717311",2002,"M10","October","2.872","[{}]"
"APU0000717311",2002,"M09","September","2.921","[{}]"
"APU0000717311",2002,"M08","August","2.929","[{}]"
"APU0000717311",2002,"M07","July","2.977","[{}]"
"APU0000717311",2002,"M06","June","2.938","[{}]"
"APU0000717311",2002,"M05","May","3.011","[{}]"
"APU0000717311",2002,"M04","April","2.976","[{}]"
"APU0000717311",2002,"M03","March","2.859","[{}]"
"APU0000717311",2002,"M02","February","2.946","[{}]"
"APU0000717311",2002,"M01","January","2.936","[{}]"
"APU0000708111",2021,"M12","December","1.788","[{}]"
"APU0000708111",2021,"M11","November","1.718","[{}]"
"APU0000708111",2021,"M10","October","1.821","[{}]"
"APU0000708111",2021,"M09","September","1.835","[{}]"
"APU0000708111",2021,"M08","August","1.709","[{}]"
"APU0000708111",2021,"M07","July","1.642","[{}]"
"APU0000708111",2021,"M06","June","1.642","[{}]"
"APU0000708111",2021,"M05","May","1.625","[{}]"
"APU0000708111",2021,"M04","April","1.62","[{}]"
"APU0000708111",2021,"M03","March","1.625","[{}]"
"APU0000708111",2021,"M02","February","1.597","[{}]"
"APU0000708111",2021,"M01","January","1.466","[{}]"
"APU0000708111",2020,"M12","December","1.481","[{}]"
"APU0000708111",2020,"M11","November","1.45","[{}]"
"APU0000708111",2020,"M10","October","1.408","[{}]"
"APU0000708111",2020,"M09","September","1.353","[{}]"
"APU0000708111",2020,"M08","August","1.328","[{}]"
"APU0000708111",2020,"M07","July","1.401","[{}]"
"APU0000708111",2020,"M06","June","1.554","[{}]"
"APU0000708111",2020,"M05","May","1.64","[{}]"
"APU0000708111",2020,"M04","April","2.019","[{}]"
"APU0000708111",2020,"M03","March","1.525","[{}]"
"APU0000708111",2020,"M02","February","1.449","[{}]"
"APU0000708111",2020,"M01","January","1.461","[{}]"
"APU0000708111",2019,"M12","December","1.535","[{}]"
"APU0000708111",2019,"M11","November","1.405","[{}]"
"APU0000708111",2019,"M10","October","1.282","[{}]"
"APU0000708111",2019,"M09","September","1.383","[{}]"
"APU0000708111",2019,"M08","August","1.219","[{}]"
"APU0000708111",2019,"M07","July","1.243","[{}]"
"APU0000708111",2019,"M06","June","1.203","[{}]"
"APU0000708111",2019,"M05","May","1.362","[{}]"
"APU0000708111",2019,"M04","April","1.463","[{}]"
"APU0000708111",2019,"M03","March","1.544","[{}]"
"APU0000708111",2019,"M02","February","1.557","[{}]"
"APU0000708111",2019,"M01","January","1.554","[{}]"
"APU0000708111",2018,"M12","December","1.595","[{}]"
"APU0000708111",2018,"M11","November","1.596","[{}]"
"APU0000708111",2018,"M10","October","1.66","[{}]"
"APU0000708111",2018,"M09","September","1.651","[{}]"
"APU0000708111",2018,"M08","August","1.622","[{}]"
"APU0000708111",2018,"M07","July","1.725","[{}]"
"APU0000708111",2018,"M06","June","1.628","[{}]"
"APU0000708111",2018,"M05","May","1.987","[{}]"
"APU0000708111",2018,"M04","April","2.081","[{}]"
"APU0000708111",2018,"M03","March","1.831","[{}]"
"APU0000708111",2018,"M02","February","1.755","[{}]"
"APU0000708111",2018,"M01","January","1.769","[{}]"
"APU0000708111",2017,"M12","December","1.815","[{}]"
"APU0000708111",2017,"M11","November","1.506","[{}]"
"APU0000708111",2017,"M10","October","1.54","[{}]"
"APU0000708111",2017,"M09","September","1.422","[{}]"
"APU0000708111",2017,"M08","August","1.367","[{}]"
"APU0000708111",2017,"M07","July","1.333","[{}]"
"APU0000708111",2017,"M06","June","1.332","[{}]"
"APU0000708111",2017,"M05","May","1.414","[{}]"
"APU0000708111",2017,"M04","April","1.409","[{}]"
"APU0000708111",2017,"M03","March","1.404","[{}]"
"APU0000708111",2017,"M02","February","1.464","[{}]"
"APU0000708111",2017,"M01","January","1.599","[{}]"
"APU0000708111",2016,"M12","December","1.383","[{}]"
"APU0000708111",2016,"M11","November","1.321","[{}]"
"APU0000708111",2016,"M10","October","1.39","[{}]"
"APU0000708111",2016,"M09","September","1.471","[{}]"
"APU0000708111",2016,"M08","August","1.455","[{}]"
"APU0000708111",2016,"M07","July","1.546","[{}]"
"APU0000708111",2016,"M06","June","1.491","[{}]"
"APU0000708111",2016,"M05","May","1.684","[{}]"
"APU0000708111",2016,"M04","April","1.793","[{}]"
"APU0000708111",2016,"M03","March","2.081","[{}]"
"APU0000708111",2016,"M02","February","2.267","[{}]"
"APU0000708111",2016,"M01","January","2.328","[{}]"
"APU0000708111",2015,"M12","December","2.751","[{}]"
"APU0000708111",2015,"M11","November","2.664","[{}]"
"APU0000708111",2015,"M10","October","2.808","[{}]"
"APU0000708111",2015,"M09","September","2.966","[{}]"
"APU0000708111",2015,"M08","August","2.943","[{}]"
"APU0000708111",2015,"M07","July","2.57","[{}]"
"APU0000708111",2015,"M06","June","2.57","[{}]"
"APU0000708111",2015,"M05","May","1.962","[{}]"
"APU0000708111",2015,"M04","April","2.065","[{}]"
"APU0000708111",2015,"M03","March","2.133","[{}]"
"APU0000708111",2015,"M02","February","2.088","[{}]"
"APU0000708111",2015,"M01","January","2.113","[{}]"
"APU0000708111",2014,"M12","December","2.21","[{}]"
"APU0000708111",2014,"M11","November","2.032","[{}]"
"APU0000708111",2014,"M10","October","1.951","[{}]"
"APU0000708111",2014,"M09","September","1.97","[{}]"
"APU0000708111",2014,"M08","August","1.979","[{}]"
"APU0000708111",2014,"M07","July","1.95","[{}]"
"APU0000708111",2014,"M06","June","1.948","[{}]"
"APU0000708111",2014,"M05","May","1.996","[{}]"
"APU0000708111",2014,"M04","April","2.119","[{}]"
"APU0000708111",2014,"M03","March","2.061","[{}]"
"APU0000708111",2014,"M02","February","1.998","[{}]"
"APU0000708111",2014,"M01","January","2.008","[{}]"
"APU0000708111",2013,"M12","December","2.026","[{}]"
"APU0000708111",2013,"M11","November","1.925","[{}]"
"APU0000708111",2013,"M10","October","1.925","[{}]"
"APU0000708111",2013,"M09","September","1.897","[{}]"
"APU0000708111",2013,"M08","August","1.838","[{}]"
"APU0000708111",2013,"M07","July","1.833","[{}]"
"APU0000708111",2013,"M06","June","1.859","[{}]"
"APU0000708111",2013,"M05","May","1.87","[{}]"
"APU0000708111",2013,"M04","April","1.918","[{}]"
"APU0000708111",2013,"M03","March","1.925","[{}]"
"APU0000708111",2013,"M02","February","1.965","[{}]"
"APU0000708111",2013,"M01","January","1.933","[{}]"
"APU0000708111",2012,"M12","December","2.007","[{}]"
"APU0000708111",2012,"M11","November","1.963","[{}]"
"APU0000708111",2012,"M10","October","1.96","[{}]"
"APU0000708111",2012,"M09","September","1.889","[{}]"
"APU0000708111",2012,"M08","August","1.884","[{}]"
"APU0000708111",2012,"M07","July","1.648","[{}]"
"APU0000708111",2012,"M06","June","1.67","[{}]"
"APU0000708111",2012,"M05","May","1.691","[{}]"
"APU0000708111",2012,"M04","April","1.829","[{}]"
"APU0000708111",2012,"M03","March","1.774","[{}]"
"APU0000708111",2012,"M02","February","1.798","[{}]"
"APU0000708111",2012,"M01","January","1.939","[{}]"
"APU0000708111",2011,"M12","December","1.874","[{}]"
"APU0000708111",2011,"M11","November","1.836","[{}]"
"APU0000708111",2011,"M10","October","1.871","[{}]"
"APU0000708111",2011,"M09","September","1.947","[{}]"
"APU0000708111",2011,"M08","August","1.711","[{}]"
"APU0000708111",2011,"M07","July","1.647","[{}]"
"APU0000708111",2011,"M06","June","1.683","[{}]"
"APU0000708111",2011,"M05","May","1.692","[{}]"
"APU0000708111",2011,"M04","April","1.727","[{}]"
"APU0000708111",2011,"M03","March","1.732","[{}]"
"APU0000708111",2011,"M02","February","1.708","[{}]"
"APU0000708111",2011,"M01","January","1.806","[{}]"
"APU0000708111",2010,"M12","December","1.793","[{}]"
"APU0000708111",2010,"M11","November","1.675","[{}]"
"APU0000708111",2010,"M10","October","1.456","[{}]"
"APU0000708111",2010,"M09","September","1.753","[{}]"
"APU0000708111",2010,"M08","August","1.519","[{}]"
"APU0000708111",2010,"M07","July","1.441","[{}]"
"APU0000708111",2010,"M06","June","1.494","[{}]"
"APU0000708111",2010,"M05","May","1.523","[{}]"
"APU0000708111",2010,"M04","April","1.779","[{}]"
"APU0000708111",2010,"M03","March","1.822","[{}]"
"APU0000708111",2010,"M02","February","1.872","[{}]"
"APU0000708111",2010,"M01","January","1.789","[{}]"
"APU0000708111",2009,"M12","December","1.772","[{}]"
"APU0000708111",2009,"M11","November","1.705","[{}]"
"APU0000708111",2009,"M10","October","1.595","[{}]"
"APU0000708111",2009,"M09","September","1.627","[{}]"
"APU0000708111",2009,"M08","August","1.632","[{}]"
"APU0000708111",2009,"M07","July","1.495","[{}]"
"APU0000708111",2009,"M06","June","1.529","[{}]"
"APU0000708111",2009,"M05","May","1.501","[{}]"
"APU0000708111",2009,"M04","April","1.774","[{}]"
"APU0000708111",2009,"M03","March","1.693","[{}]"
"APU0000708111",2009,"M02","February","1.795","[{}]"
"APU0000708111",2009,"M01","January","1.85","[{}]"
"APU0000708111",2008,"M12","December","1.834","[{}]"
"APU0000708111",2008,"M11","November","1.838","[{}]"
"APU0000708111",2008,"M10","October","1.858","[{}]"
"APU0000708111",2008,"M09","September","1.978","[{}]"
"APU0000708111",2008,"M08","August","1.854","[{}]"
"APU0000708111",2008,"M07","July","2.011","[{}]"
"APU0000708111",2008,"M06","June","1.92","[{}]"
"APU0000708111",2008,"M05","May","1.93","[{}]"
"APU0000708111",2008,"M04","April","2.069","[{}]"
"APU0000708111",2008,"M03","March","2.203","[{}]"
"APU0000708111",2008,"M02","February","2.168","[{}]"
"APU0000708111",2008,"M01","January","2.175","[{}]"
"APU0000708111",2007,"M12","December","2.099","[{}]"
"APU0000708111",2007,"M11","November","1.862","[{}]"
"APU0000708111",2007,"M10","October","1.771","[{}]"
"APU0000708111",2007,"M09","September","1.825","[{}]"
"APU0000708111",2007,"M08","August","1.634","[{}]"
"APU0000708111",2007,"M07","July","1.502","[{}]"
"APU0000708111",2007,"M06","June","1.373","[{}]"
"APU0000708111",2007,"M05","May","1.504","[{}]"
"APU0000708111",2007,"M04","April","1.616","[{}]"
"APU0000708111",2007,"M03","March","1.634","[{}]"
"APU0000708111",2007,"M02","February","1.746","[{}]"
"APU0000708111",2007,"M01","January","1.549","[{}]"
"APU0000708111",2006,"M12","December","1.543","[{}]"
"APU0000708111",2006,"M11","November","1.354","[{}]"
"APU0000708111",2006,"M10","October","1.257","[{}]"
"APU0000708111",2006,"M09","September","1.254","[{}]"
"APU0000708111",2006,"M08","August","1.244","[{}]"
"APU0000708111",2006,"M07","July","1.213","[{}]"
"APU0000708111",2006,"M06","June","1.242","[{}]"
"APU0000708111",2006,"M05","May","1.206","[{}]"
"APU0000708111",2006,"M04","April","1.283","[{}]"
"APU0000708111",2006,"M03","March","1.302","[{}]"
"APU0000708111",2006,"M02","February","1.328","[{}]"
"APU0000708111",2006,"M01","January","1.449","[{}]"
"APU0000708111",2005,"M12","December","1.35","[{}]"
"APU0000708111",2005,"M11","November","1.279","[{}]"
"APU0000708111",2005,"M10","October","1.264","[{}]"
"APU0000708111",2005,"M09","September","1.279","[{}]"
"APU0000708111",2005,"M08","August","1.166","[{}]"
"APU0000708111",2005,"M07","July","1.165","[{}]"
"APU0000708111",2005,"M06","June","1.139","[{}]"
"APU0000708111",2005,"M05","May","1.185","[{}]"
"APU0000708111",2005,"M04","April","1.164","[{}]"
"APU0000708111",2005,"M03","March","1.132","[{}]"
"APU0000708111",2005,"M02","February","1.284","[{}]"
"APU0000708111",2005,"M01","January","1.211","[{}]"
"APU0000708111",2004,"M12","December","1.199","[{}]"
"APU0000708111",2004,"M11","November","1.085","[{}]"
"APU0000708111",2004,"M10","October","1.089","[{}]"
"APU0000708111",2004,"M09","September","1.145","[{}]"
"APU0000708111",2004,"M08","August","1.277","[{}]"
"APU0000708111",2004,"M07","July","1.253","[{}]"
"APU0000708111",2004,"M06","June","1.311","[{}]"
"APU0000708111",2004,"M05","May","1.372","[{}]"
"APU0000708111",2004,"M04","April","1.562","[{}]"
"APU0000708111",2004,"M03","March","1.625","[{}]"
"APU0000708111",2004,"M02","February","1.583","[{}]"
"APU0000708111",2004,"M01","January","1.573","[{}]"
"APU0000708111",2003,"M12","December","1.559","[{}]"
"APU0000708111",2003,"M11","November","1.448","[{}]"
"APU0000708111",2003,"M10","October","1.33","[{}]"
"APU0000708111",2003,"M09","September","1.257","[{}]"
"APU0000708111",2003,"M08","August","1.277","[{}]"
"APU0000708111",2003,"M07","July","1.15","[{}]"
"APU0000708111",2003,"M06","June","1.199","[{}]"
"APU0000708111",2003,"M05","May","1.009","[{}]"
"APU0000708111",2003,"M04","April","1.131","[{}]"
"APU0000708111",2003,"M03","March","1.209","[{}]"
"APU0000708111",2003,"M02","February","1.189","[{}]"
"APU0000708111",2003,"M01","January","1.175","[{}]"
"APU0000708111",2002,"M12","December","1.176","[{}]"
"APU0000708111",2002,"M11","November","1.08","[{}]"
"APU0000708111",2002,"M10","October","1.039","[{}]"
"APU0000708111",2002,"M09","September","1.055","[{}]"
"APU0000708111",2002,"M08","August","1.053","[{}]"
"APU0000708111",2002,"M07","July","0.99","[{}]"
"APU0000708111",2002,"M06","June","0.975","[{}]"
"APU0000708111",2002,"M05","May","0.997","[{}]"
"APU0000708111",2002,"M04","April","1.047","[{}]"
"APU0000708111",2002,"M03","March","1.003","[{}]"
"APU0000708111",2002,"M02","February","0.996","[{}]"
"APU0000708111",2002,"M01","January","0.973","[{}]"
"APU0000701111",2021,"M12","December","0.388","[{}]"
"APU0000701111",2021,"M11","November","0.386","[{}]"
"APU0000701111",2021,"M10","October","0.396","[{}]"
"APU0000701111",2021,"M09","September","0.382","[{}]"
"APU0000701111",2021,"M08","August","0.371","[{}]"
"APU0000701111",2021,"M07","July","0.368","[{}]"
"APU0000701111",2021,"M06","June","0.356","[{}]"
"APU0000701111",2021,"M05","May","0.439","[{}]"
"APU0000701111",2021,"M04","April","0.437","[{}]"
"APU0000701111",2021,"M03","March","0.436","[{}]"
"APU0000701111",2021,"M02","February","0.44","[{}]"
"APU0000701111",2021,"M01","January","0.446","[{}]"
"APU0000701111",2020,"M12","December","0.45","[{}]"
"APU0000701111",2020,"M11","November","0.445","[{}]"
"APU0000701111",2020,"M10","October","0.452","[{}]"
"APU0000701111",2020,"M09","September","0.451","[{}]"
"APU0000701111",2020,"M08","August","0.459","[{}]"
"APU0000701111",2020,"M07","July","0.461","[{}]"
"APU0000701111",2020,"M06","June","0.468","[{}]"
"APU0000701111",2020,"M05","May","0.461","[{}]"
"APU0000701111",2020,"M03","March","0.442","[{}]"
"APU0000701111",2020,"M02","February","0.438","[{}]"
"APU0000701111",2020,"M01","January","0.438","[{}]"
"APU0000701111",2019,"M12","December","0.429","[{}]"
"APU0000701111",2019,"M11","November","0.417","[{}]"
"APU0000701111",2019,"M10","October","0.432","[{}]"
"APU0000701111",2019,"M09","September","0.449","[{}]"
"APU0000701111",2019,"M08","August","0.45","[{}]"
"APU0000701111",2019,"M07","July","0.454","[{}]"
"APU0000701111",2019,"M06","June","0.448","[{}]"
"APU0000701111",2019,"M05","May","0.454","[{}]"
"APU0000701111",2019,"M04","April","0.434","[{}]"
"APU0000701111",2019,"M03","March","0.445","[{}]"
"APU0000701111",2019,"M02","February","0.443","[{}]"
"APU0000701111",2019,"M01","January","0.439","[{}]"
"APU0000701111",2018,"M12","December","0.437","[{}]"
"APU0000701111",2018,"M11","November","0.433","[{}]"
"APU0000701111",2018,"M10","October","0.453","[{}]"
"APU0000701111",2018,"M09","September","0.467","[{}]"
"APU0000701111",2018,"M08","August","0.464","[{}]"
"APU0000701111",2018,"M07","July","0.468","[{}]"
"APU0000701111",2018,"M06","June","0.469","[{}]"
"APU0000701111",2018,"M05","May","0.469","[{}]"
"APU0000701111",2018,"M04","April","0.472","[{}]"
"APU0000701111",2018,"M03","March","0.468","[{}]"
"APU0000701111",2018,"M02","February","0.47","[{}]"
"APU0000701111",2018,"M01","January","0.471","[{}]"
"APU0000701111",2017,"M12","December","0.462","[{}]"
"APU0000701111",2017,"M11","November","0.469","[{}]"
"APU0000701111",2017,"M10","October","0.5","[{}]"
"APU0000701111",2017,"M09","September","0.505","[{}]"
"APU0000701111",2017,"M08","August","0.512","[{}]"
"APU0000701111",2017,"M07","July","0.512","[{}]"
"APU0000701111",2017,"M06","June","0.507","[{}]"
"APU0000701111",2017,"M05","May","0.517","[{}]"
"APU0000701111",2017,"M04","April","0.516","[{}]"
"APU0000701111",2017,"M03","March","0.531","[{}]"
"APU0000701111",2017,"M02","February","0.526","[{}]"
"APU0000701111",2017,"M01","January","0.53","[{}]"
"APU0000701111",2016,"M12","December","0.503","[{}]"
"APU0000701111",2016,"M11","November","0.507","[{}]"
"APU0000701111",2016,"M10","October","0.523","[{}]"
"APU0000701111",2016,"M09","September","0.547","[{}]"
"APU0000701111",2016,"M08","August","0.546","[{}]"
"APU0000701111",2016,"M07","July","0.543","[{}]"
"APU0000701111",2016,"M06","June","0.529","[{}]"
"APU0000701111",2016,"M05","May","0.525","[{}]"
"APU0000701111",2016,"M04","April","0.521","[{}]"
"APU0000701111",2016,"M03","March","0.512","[{}]"
"APU0000701111",2016,"M02","February","0.522","[{}]"
"APU0000701111",2016,"M01","January","0.522","[{}]"
"APU0000701111",2015,"M12","December","0.501","[{}]"
"APU0000701111",2015,"M11","November","0.496","[{}]"
"APU0000701111",2015,"M10","October","0.511","[{}]"
"APU0000701111",2015,"M09","September","0.517","[{}]"
"APU0000701111",2015,"M08","August","0.524","[{}]"
"APU0000701111",2015,"M07","July","0.515","[{}]"
"APU0000701111",2015,"M06","June","0.519","[{}]"
"APU0000701111",2015,"M05","May","0.52","[{}]"
"APU0000701111",2015,"M04","April","0.509","[{}]"
"APU0000701111",2015,"M03","March","0.518","[{}]"
"APU0000701111",2015,"M02","February","0.525","[{}]"
"APU0000701111",2015,"M01","January","0.545","[{}]"
"APU0000701111",2014,"M12","December","0.511","[{}]"
"APU0000701111",2014,"M11","November","0.515","[{}]"
